,date,threshold,density,max_clique,clique_size,valid_clique
37,2014-04-30,0.4,0.2761904761904762,"['CCL', 'EVR', 'IHG', 'PRU', 'RBS', 'TSCO', 'VOD']",7,False
38,2014-09-30,0.4,0.2619047619047619,"['ADM', 'AZN', 'CNA', 'PRU', 'WPP']",5,False
39,2015-02-28,0.4,0.23333333333333334,"['CRH', 'EVR', 'RBS', 'WPP']",4,False
40,2015-07-31,0.4,0.43333333333333335,"['AZN', 'CCL', 'CRH', 'EVR', 'GSK', 'IHG', 'PRU', 'RIO', 'VOD', 'WPP']",10,True
41,2015-12-31,0.4,0.5904761904761905,"['ADM', 'AZN', 'CRH', 'EVR', 'GSK', 'IAG', 'IHG', 'PRU', 'RBS', 'RIO', 'VOD', 'WPP']",12,True
42,2016-05-31,0.4,0.4380952380952381,"['ADM', 'CRH', 'EVR', 'IHG', 'PRU', 'RBS', 'STAN', 'WPP']",8,True
43,2016-10-31,0.4,0.15714285714285714,"['CNA', 'TSCO', 'WPP']",3,False
44,2017-03-31,0.4,0.17142857142857143,"['CNA', 'CRH', 'EVR', 'PRU', 'RIO']",5,False
45,2017-08-31,0.4,0.20952380952380953,"['CCL', 'CRH', 'EVR', 'GSK', 'IHG', 'PRU', 'VOD']",7,False
46,2008-06-30,0.5,0.19047619047619047,"['AHT', 'CCL', 'CNA', 'EVR', 'IHG', 'PRU', 'RBS']",7,False
47,2008-11-30,0.5,0.5142857142857142,"['ADM', 'AZN', 'CCL', 'CNA', 'CRH', 'GSK', 'IHG', 'MRO', 'PRU', 'WPP']",10,True
48,2009-04-30,0.5,0.2619047619047619,"['CNA', 'CRH', 'IHG', 'MRO', 'PRU', 'VOD', 'WPP']",7,True
49,2009-09-30,0.5,0.20476190476190476,"['AHT', 'MRO', 'RIO', 'VOD', 'WPP']",5,True
50,2010-02-28,0.5,0.3,"['IAG', 'IHG', 'MRO', 'RIO', 'TSCO', 'WPP']",6,False
51,2010-07-31,0.5,0.3904761904761905,"['CCL', 'CNA', 'IHG', 'MRO', 'PRU', 'RIO', 'STAN', 'TSCO', 'VOD', 'WPP']",10,False
