,date,threshold,density,max_ind_set,set_size,valid_soln
76,2011-05-31,0.4,0.8909090909090909,"{'IYT', 'XLP'}",2,True
77,2011-10-31,0.4,1.0,{'XLY'},1,True
78,2012-03-31,0.4,0.8545454545454545,"{'XLU', 'IYT'}",2,True
79,2012-08-31,0.4,0.8727272727272727,"{'RWR', 'XLE'}",2,True
80,2013-01-31,0.4,0.9636363636363636,"{'IYT', 'XLK'}",2,True
81,2013-06-30,0.4,1.0,{'XLY'},1,True
82,2013-11-30,0.4,0.8727272727272727,"{'RWR', 'XLE'}",2,True
83,2014-04-30,0.4,0.8,"{'XLU', 'IYT'}",2,True
84,2014-09-30,0.4,0.7272727272727273,"{'IYT', 'XLE'}",2,True
85,2015-02-28,0.4,0.7818181818181819,"{'XLE', 'XLV'}",2,True
86,2015-07-31,0.4,0.7636363636363637,"{'XLU', 'IYT'}",2,True
87,2015-12-31,0.4,0.9818181818181818,"{'XLU', 'XLE'}",2,True
88,2016-05-31,0.4,0.6727272727272727,"{'XLB', 'XLV'}",2,True
89,2016-10-31,0.4,0.5454545454545454,"{'RWR', 'IYT', 'XLV'}",3,True
90,2017-03-31,0.4,0.6909090909090909,"{'XLF', 'XLP'}",2,True
91,2017-08-31,0.4,0.5636363636363636,"{'RWR', 'XLU', 'IYT', 'XLE'}",4,True
92,2008-06-30,0.5,0.8363636363636363,"{'XLU', 'XLF'}",2,True
93,2008-11-30,0.5,1.0,{'XLY'},1,True
94,2009-04-30,0.5,0.7818181818181819,"{'XLB', 'XLU'}",2,True
95,2009-09-30,0.5,0.7818181818181819,"{'XLU', 'IYT', 'XLP', 'XLV'}",4,True
96,2010-02-28,0.5,1.0,{'XLY'},1,True
97,2010-07-31,0.5,1.0,{'XLY'},1,True
98,2010-12-31,0.5,0.7090909090909091,"{'RWR', 'XLU', 'IYT'}",3,True
99,2011-05-31,0.5,0.7818181818181819,"{'IYT', 'XLV'}",2,True
100,2011-10-31,0.5,1.0,{'XLY'},1,True
101,2012-03-31,0.5,0.8,"{'RWR', 'XLU', 'IYT'}",3,True
102,2012-08-31,0.5,0.6363636363636364,"{'XLU', 'IYT', 'XLE'}",3,True
103,2013-01-31,0.5,0.8727272727272727,"{'IYT', 'XLK'}",2,True
104,2013-06-30,0.5,1.0,{'XLY'},1,True
105,2013-11-30,0.5,0.7636363636363637,"{'RWR', 'XLK', 'XLV'}",3,True
106,2014-04-30,0.5,0.6909090909090909,"{'XLF', 'XLP'}",2,True
107,2014-09-30,0.5,0.6545454545454545,"{'IYT', 'XLE'}",2,True
108,2015-02-28,0.5,0.6181818181818182,"{'XLE', 'XLK'}",2,True
109,2015-07-31,0.5,0.6909090909090909,"{'XLE', 'XLK'}",2,True
110,2015-12-31,0.5,0.9272727272727272,"{'RWR', 'XLE'}",2,True
111,2016-05-31,0.5,0.5454545454545454,"{'RWR', 'XLU', 'IYT', 'XLE'}",4,True
112,2016-10-31,0.5,0.32727272727272727,"{'RWR', 'XLY', 'XLF', 'IYT'}",4,True
113,2017-03-31,0.5,0.5818181818181818,"{'RWR', 'XLU', 'IYT', 'XLP'}",4,True
114,2017-08-31,0.5,0.4727272727272727,"{'RWR', 'XLU', 'IYT', 'XLE'}",4,True
