,date,threshold,density,max_ind_set,set_size,valid_soln
87,2015-12-31,0.4,0.3508771929824561,"{'DBE', 'BND', 'DBB', 'ICF', 'UNG'}",5,True
88,2016-05-31,0.4,0.38011695906432746,"{'ICF', 'UNG', 'DBB', 'TIP'}",4,True
89,2016-10-31,0.4,0.3742690058479532,"{'VWO', 'UNG', 'BND', 'DBB', 'USO'}",5,True
90,2017-03-31,0.4,0.5497076023391813,"{'VWO', 'DBE', 'BND', 'UNG'}",4,True
91,2017-08-31,0.4,0.3333333333333333,"{'DBE', 'BND', 'DBB', 'ICF', 'UNG'}",5,True
92,2008-06-30,0.5,0.4269005847953216,"{'VWO', 'DBE', 'USRT', 'BND', 'DBB', 'MUB'}",6,True
93,2008-11-30,0.5,0.5614035087719298,"{'RWR', 'GLD', 'BND', 'UNG', 'MUB'}",5,True
94,2009-04-30,0.5,0.5087719298245614,"{'VWO', 'BND', 'UNG', 'SLV'}",4,True
95,2009-09-30,0.5,0.3742690058479532,"{'RWR', 'TIP', 'GLD', 'BND', 'DBB', 'UNG', 'MUB'}",7,True
96,2010-02-28,0.5,0.5672514619883041,"{'RWR', 'BND', 'DBB', 'UNG', 'MUB'}",5,True
97,2010-07-31,0.5,0.52046783625731,"{'USRT', 'TIP', 'DBB', 'UNG', 'MUB'}",5,True
98,2010-12-31,0.5,0.19883040935672514,"{'RWR', 'DBE', 'GLD', 'BND', 'DBB', 'VO'}",6,True
99,2011-05-31,0.5,0.4093567251461988,"{'RWR', 'TIP', 'BND', 'DBB', 'UNG', 'MUB'}",6,True
100,2011-10-31,0.5,0.6140350877192983,"{'GLD', 'BND', 'UNG', 'MUB'}",4,True
101,2012-03-31,0.5,0.4502923976608187,"{'GLD', 'DBE', 'BND', 'USRT'}",4,True
102,2012-08-31,0.5,0.23391812865497075,"{'DBE', 'BND', 'DBB', 'ICF', 'UNG'}",5,True
103,2013-01-31,0.5,0.13450292397660818,"{'VWO', 'DBE', 'SHY', 'GLD', 'VB', 'BND', 'DBB', 'USO', 'ICF', 'UNG', 'MUB'}",11,True
104,2013-06-30,0.5,0.4678362573099415,"{'VWO', 'DBE', 'SHY'}",3,True
105,2013-11-30,0.5,0.23391812865497075,"{'DBE', 'BND', 'DBB', 'ICF', 'UNG'}",5,True
106,2014-04-30,0.5,0.2222222222222222,"{'VWO', 'DBE', 'SHY', 'GLD', 'VB', 'DBB', 'ICF', 'UNG'}",8,True
107,2014-09-30,0.5,0.19298245614035087,"{'VWO', 'BND', 'DBB', 'USO', 'ICF', 'UNG', 'SLV'}",7,True
108,2015-02-28,0.5,0.26900584795321636,"{'VB', 'BND', 'DBB', 'ICF', 'UNG', 'SLV'}",6,True
109,2015-07-31,0.5,0.2982456140350877,"{'RWR', 'DBE', 'BND', 'UNG', 'SLV'}",5,True
110,2015-12-31,0.5,0.23976608187134502,"{'DBE', 'SHY', 'BND', 'DBB', 'ICF', 'UNG'}",6,True
111,2016-05-31,0.5,0.2982456140350877,"{'VEU', 'GLD', 'BND', 'DBB', 'ICF', 'UNG'}",6,True
112,2016-10-31,0.5,0.26900584795321636,"{'VWO', 'UNG', 'BND', 'DBB', 'USO'}",5,True
113,2017-03-31,0.5,0.391812865497076,"{'USO', 'BND', 'UNG', 'DBB'}",4,True
114,2017-08-31,0.5,0.22807017543859648,"{'DBE', 'UNG', 'BND', 'DBB', 'ICF', 'SLV', 'VTI'}",7,True
