,date,threshold,density,frustration_score
0,2007-06-30,0.1,0.0007660878447395301,0.0
1,2007-11-30,0.1,0.003319713993871297,0.0
2,2008-04-30,0.1,0.0010214504596527069,0.0
3,2008-09-30,0.1,0.009448416751787538,0.0
4,2009-02-28,0.1,0.0028089887640449437,0.0
5,2009-07-31,0.1,0.0005107252298263534,0.0
6,2009-12-31,0.1,0.0002553626149131767,0.0
7,2010-05-31,0.1,0.03600612870275792,0.0
8,2010-10-31,0.1,0.0002553626149131767,0.0
9,2011-03-31,0.1,0.0012768130745658835,0.0
10,2011-08-31,0.1,0.14427987742594484,0.0
11,2012-01-31,0.1,0.0005107252298263534,0.0
12,2012-06-30,0.1,0.009959141981613892,0.0
13,2012-11-30,0.1,0.002553626149131767,0.0
14,2013-04-30,0.1,0.0005107252298263534,0.0
15,2013-09-30,0.1,0.0007660878447395301,0.0
16,2014-02-28,0.1,0.0007660878447395301,0.0
17,2014-07-31,0.1,0.0007660878447395301,0.0
18,2014-12-31,0.1,0.004851889683350358,0.0
19,2015-05-31,0.1,0.001787538304392237,0.0
20,2015-10-31,0.1,0.0012768130745658835,0.0
21,2016-03-31,0.1,0.002553626149131767,0.0
22,2016-08-31,0.1,0.0015321756894790602,0.0
23,2017-01-31,0.1,0.0002553626149131767,0.0
24,2017-06-30,0.1,0.0007660878447395301,0.0
25,2007-06-30,0.30000000000000004,0.0007660878447395301,0.0
26,2007-11-30,0.30000000000000004,0.003319713993871297,0.0
27,2008-04-30,0.30000000000000004,0.0010214504596527069,0.0
28,2008-09-30,0.30000000000000004,0.009448416751787538,0.0
29,2009-02-28,0.30000000000000004,0.0028089887640449437,0.0
30,2009-07-31,0.30000000000000004,0.0005107252298263534,0.0
31,2009-12-31,0.30000000000000004,0.0002553626149131767,0.0
32,2010-05-31,0.30000000000000004,0.03600612870275792,0.0
33,2010-10-31,0.30000000000000004,0.0002553626149131767,0.0
34,2011-03-31,0.30000000000000004,0.0012768130745658835,0.0
35,2011-08-31,0.30000000000000004,0.14427987742594484,0.0
36,2012-01-31,0.30000000000000004,0.0005107252298263534,0.0
37,2012-06-30,0.30000000000000004,0.009959141981613892,0.0
38,2012-11-30,0.30000000000000004,0.002553626149131767,0.0
39,2013-04-30,0.30000000000000004,0.0005107252298263534,0.0
40,2013-09-30,0.30000000000000004,0.0007660878447395301,0.0
41,2014-02-28,0.30000000000000004,0.0007660878447395301,0.0
42,2014-07-31,0.30000000000000004,0.0007660878447395301,0.0
43,2014-12-31,0.30000000000000004,0.004851889683350358,0.0
44,2015-05-31,0.30000000000000004,0.001787538304392237,0.0
45,2015-10-31,0.30000000000000004,0.0012768130745658835,0.0
46,2016-03-31,0.30000000000000004,0.002553626149131767,0.0
47,2016-08-31,0.30000000000000004,0.0015321756894790602,0.0
48,2017-01-31,0.30000000000000004,0.0002553626149131767,0.0
49,2017-06-30,0.30000000000000004,0.0007660878447395301,0.0
50,2007-06-30,0.5000000000000001,0.0007660878447395301,0.0
51,2007-11-30,0.5000000000000001,0.003319713993871297,0.0
52,2008-04-30,0.5000000000000001,0.0010214504596527069,0.0
53,2008-09-30,0.5000000000000001,0.009448416751787538,0.0
54,2009-02-28,0.5000000000000001,0.0028089887640449437,0.0
55,2009-07-31,0.5000000000000001,0.0005107252298263534,0.0
56,2009-12-31,0.5000000000000001,0.0002553626149131767,0.0
57,2010-05-31,0.5000000000000001,0.03600612870275792,0.0
58,2010-10-31,0.5000000000000001,0.0002553626149131767,0.0
59,2011-03-31,0.5000000000000001,0.0012768130745658835,0.0
60,2011-08-31,0.5000000000000001,0.14427987742594484,0.0
61,2012-01-31,0.5000000000000001,0.0005107252298263534,0.0
62,2012-06-30,0.5000000000000001,0.009959141981613892,0.0
63,2012-11-30,0.5000000000000001,0.002553626149131767,0.0
64,2013-04-30,0.5000000000000001,0.0005107252298263534,0.0
65,2013-09-30,0.5000000000000001,0.0007660878447395301,0.0
66,2014-02-28,0.5000000000000001,0.0007660878447395301,0.0
67,2014-07-31,0.5000000000000001,0.0007660878447395301,0.0
68,2014-12-31,0.5000000000000001,0.004851889683350358,0.0
69,2015-05-31,0.5000000000000001,0.001787538304392237,0.0
70,2015-10-31,0.5000000000000001,0.0012768130745658835,0.0
71,2016-03-31,0.5000000000000001,0.002553626149131767,0.0
72,2016-08-31,0.5000000000000001,0.0015321756894790602,0.0
73,2017-01-31,0.5000000000000001,0.0002553626149131767,0.0
74,2017-06-30,0.5000000000000001,0.0007660878447395301,0.0
75,2007-06-30,0.7000000000000001,0.0007660878447395301,0.0
76,2007-11-30,0.7000000000000001,0.003319713993871297,0.0
77,2008-04-30,0.7000000000000001,0.0010214504596527069,0.0
78,2008-09-30,0.7000000000000001,0.009448416751787538,0.0
79,2009-02-28,0.7000000000000001,0.0028089887640449437,0.0
80,2009-07-31,0.7000000000000001,0.0005107252298263534,0.0
81,2009-12-31,0.7000000000000001,0.0002553626149131767,0.0
82,2010-05-31,0.7000000000000001,0.03600612870275792,0.0
83,2010-10-31,0.7000000000000001,0.0002553626149131767,0.0
84,2011-03-31,0.7000000000000001,0.0012768130745658835,0.0
85,2011-08-31,0.7000000000000001,0.14427987742594484,0.0
86,2012-01-31,0.7000000000000001,0.0005107252298263534,0.0
87,2012-06-30,0.7000000000000001,0.009959141981613892,0.0
88,2012-11-30,0.7000000000000001,0.002553626149131767,0.0
89,2013-04-30,0.7000000000000001,0.0005107252298263534,0.0
90,2013-09-30,0.7000000000000001,0.0007660878447395301,0.0
